Source,ddof1,ddof2,F,p-unc,np2,neuron_id,p_adj,session_name,neuron_type,group
block,2,1796,19.2,0.0,0.02,2022,0.0,hamilton_25,FF,DIS
block,2,1796,17.28,0.0,0.02,2023,0.0,hamilton_25,SIR,DIS
block,2,1796,25.22,0.0,0.03,2026,0.0,hamilton_25,SIR,DIS
block,2,1796,915.59,0.0,0.5,2031,0.0,hamilton_25,SIR,DIS
block,2,1796,38.55,0.0,0.04,2034,0.0,hamilton_25,SIR,DIS
block,2,1796,68.34,0.0,0.07,2035,0.0,hamilton_25,SIR,DIS
block,2,1796,33.12,0.0,0.04,2036,0.0,hamilton_25,SIR,DIS
block,2,1796,79.41,0.0,0.08,2037,0.0,hamilton_25,SR,DIS
block,2,1796,214.7,0.0,0.19,2038,0.0,hamilton_25,SR,DIS
block,2,1796,370.18,0.0,0.29,2041,0.0,hamilton_26,SIR,DIS
block,2,1796,702.69,0.0,0.44,2047,0.0,hamilton_26,SR,DIS
block,2,1796,139.11,0.0,0.13,2048,0.0,hamilton_26,SR,DIS
block,2,1796,201.0,0.0,0.18,2049,0.0,hamilton_26,FF,DIS
block,2,1796,101.97,0.0,0.1,2050,0.0,hamilton_26,SR,DIS
block,2,1796,10.83,0.0,0.01,2052,0.0,hamilton_26,SR,DIS
block,2,1796,9.01,0.0,0.01,2055,0.0,hamilton_26,SR,DIS
block,2,1796,280.04,0.0,0.24,2057,0.0,hamilton_26,SR,DIS
block,2,1796,89.39,0.0,0.09,2058,0.0,hamilton_26,SR,DIS
block,2,1796,53.3,0.0,0.06,2059,0.0,hamilton_26,SR,DIS
block,2,1796,12.02,0.0,0.01,2060,0.0,hamilton_26,SR,DIS
block,2,1796,4.75,0.01,0.01,2061,0.01,hamilton_26,SR,DIS
block,2,1796,53.37,0.0,0.06,2062,0.0,hamilton_26,SIR,DIS
block,2,1796,27.69,0.0,0.03,2065,0.0,hamilton_26,SR,DIS
block,2,1796,107.61,0.0,0.11,2066,0.0,hamilton_26,SR,DIS
block,2,1796,126.68,0.0,0.12,2067,0.0,hamilton_26,SIR,DIS
block,2,1796,70.93,0.0,0.07,2069,0.0,hamilton_26,SIR,DIS
block,2,1796,39.68,0.0,0.04,2072,0.0,hamilton_26,SIR,DIS
block,2,1796,141.85,0.0,0.14,2073,0.0,hamilton_26,SIR,DIS
block,2,1796,67.55,0.0,0.07,2074,0.0,hamilton_26,SR,DIS
block,2,1796,98.62,0.0,0.1,2075,0.0,hamilton_26,SR,DIS
block,2,1796,119.21,0.0,0.12,2076,0.0,hamilton_28,SR,DIS
block,2,1796,1626.98,0.0,0.64,2077,0.0,hamilton_28,FF,DIS
block,2,1796,190.44,0.0,0.17,2078,0.0,hamilton_28,SR,DIS
block,2,1796,132.89,0.0,0.13,2079,0.0,hamilton_28,SR,DIS
block,2,1796,347.37,0.0,0.28,2081,0.0,hamilton_28,FF,DIS
block,2,1796,74.87,0.0,0.08,2082,0.0,hamilton_28,SR,DIS
block,2,1796,85.85,0.0,0.09,2083,0.0,hamilton_28,SIR,DIS
block,2,1796,392.16,0.0,0.3,2084,0.0,hamilton_28,SIR,DIS
block,2,1796,76.05,0.0,0.08,2087,0.0,hamilton_28,SIR,DIS
block,2,1796,8.95,0.0,0.01,2091,0.0,hamilton_28,SIR,DIS
block,2,1796,260.02,0.0,0.22,2099,0.0,hamilton_28,SIR,DIS
block,2,1796,1104.48,0.0,0.55,2101,0.0,hamilton_28,SIR,DIS
block,2,1796,6.97,0.0,0.01,2102,0.0,hamilton_28,SR,DIS
block,2,1796,1816.03,0.0,0.67,2103,0.0,hamilton_28,SIR,DIS
block,2,1796,166.28,0.0,0.16,2104,0.0,hamilton_28,SIR,DIS
block,2,1796,705.19,0.0,0.44,2107,0.0,hamilton_28,SR,DIS
block,2,1796,1243.12,0.0,0.58,2108,0.0,hamilton_28,SIR,DIS
block,2,1796,721.5,0.0,0.45,2111,0.0,hamilton_28,SIR,DIS
block,2,1796,395.31,0.0,0.31,2112,0.0,hamilton_28,SIR,DIS
block,2,1796,128.5,0.0,0.13,2120,0.0,hamilton_28,SIR,DIS
block,2,1796,526.94,0.0,0.37,2125,0.0,hamilton_28,SIR,DIS
block,2,1796,146.88,0.0,0.14,2126,0.0,hamilton_28,SR,DIS
block,2,1796,281.92,0.0,0.24,2127,0.0,hamilton_28,SIR,DIS
block,2,1796,151.25,0.0,0.14,2128,0.0,hamilton_28,SIR,DIS
block,2,1796,891.14,0.0,0.5,2130,0.0,hamilton_28,SR,DIS
block,2,1796,148.31,0.0,0.14,2135,0.0,hamilton_29,SR,DIS
block,2,1796,109.19,0.0,0.11,2136,0.0,hamilton_29,SIR,DIS
block,2,1796,229.39,0.0,0.2,2137,0.0,hamilton_29,SR,DIS
block,2,1796,78.2,0.0,0.08,2138,0.0,hamilton_29,SIR,DIS
block,2,1796,126.47,0.0,0.12,2139,0.0,hamilton_29,SIR,DIS
block,2,1796,182.99,0.0,0.17,2144,0.0,hamilton_29,SIR,DIS
block,2,1796,443.77,0.0,0.33,2147,0.0,hamilton_29,SR,DIS
block,2,1796,103.82,0.0,0.1,2152,0.0,hamilton_29,SIR,DIS
block,2,1796,394.17,0.0,0.31,2155,0.0,hamilton_29,SIR,DIS
block,2,1796,142.3,0.0,0.14,2162,0.0,hamilton_29,SR,DIS
block,2,1796,209.97,0.0,0.19,2165,0.0,hamilton_29,SIR,DIS
block,2,1796,17.96,0.0,0.02,2166,0.0,hamilton_29,SIR,DIS
block,2,1796,83.41,0.0,0.08,2173,0.0,hamilton_29,SIR,DIS
block,2,1796,41.94,0.0,0.04,2174,0.0,hamilton_29,SIR,DIS
block,2,1796,374.31,0.0,0.29,2176,0.0,hamilton_29,SR,DIS
block,2,1796,145.03,0.0,0.14,2177,0.0,hamilton_29,SIR,DIS
block,2,1796,376.05,0.0,0.3,2178,0.0,hamilton_29,SIR,DIS
block,2,1796,136.84,0.0,0.13,2181,0.0,hamilton_29,SIR,DIS
block,2,1796,499.38,0.0,0.36,2183,0.0,hamilton_29,FF,DIS
block,2,1796,983.68,0.0,0.52,2184,0.0,hamilton_29,SIR,DIS
block,2,1796,212.56,0.0,0.19,2185,0.0,hamilton_29,SIR,DIS
block,2,1796,105.18,0.0,0.1,2186,0.0,hamilton_29,SR,DIS
block,2,1796,26.89,0.0,0.03,2187,0.0,hamilton_29,SIR,DIS
block,2,1796,46.8,0.0,0.05,2188,0.0,hamilton_29,SIR,DIS
block,2,1796,273.14,0.0,0.23,2189,0.0,hamilton_29,SIR,DIS
block,2,1796,74.68,0.0,0.08,2191,0.0,hamilton_29,SR,DIS
block,2,1796,23.14,0.0,0.03,2192,0.0,hamilton_29,SIR,DIS
block,2,1796,184.65,0.0,0.17,2193,0.0,hamilton_30,SIR,DIS
block,2,1796,15.44,0.0,0.02,2198,0.0,hamilton_30,SIR,DIS
block,2,1796,20.8,0.0,0.02,2200,0.0,hamilton_30,SIR,DIS
block,2,1796,219.56,0.0,0.2,2202,0.0,hamilton_30,SR,DIS
block,2,1796,65.49,0.0,0.07,2208,0.0,hamilton_30,SIR,DIS
block,2,1796,7.01,0.0,0.01,2211,0.0,hamilton_30,SIR,DIS
block,2,1796,326.9,0.0,0.27,2212,0.0,hamilton_30,SR,DIS
block,2,1796,10.72,0.0,0.01,2213,0.0,hamilton_30,SR,DIS
block,2,1796,39.48,0.0,0.04,2214,0.0,hamilton_30,SR,DIS
block,2,1796,79.98,0.0,0.08,2217,0.0,hamilton_30,SIR,DIS
block,2,1796,38.45,0.0,0.04,2220,0.0,hamilton_30,SR,DIS
block,2,1796,70.45,0.0,0.07,2222,0.0,hamilton_30,SR,DIS
block,2,1796,23.31,0.0,0.03,2225,0.0,hamilton_30,SR,DIS
block,2,1796,15.13,0.0,0.02,2233,0.0,hamilton_30,SIR,DIS
block,2,1796,18.66,0.0,0.02,2235,0.0,hamilton_30,SIR,DIS
block,2,1796,62.5,0.0,0.07,2236,0.0,hamilton_30,SIR,DIS
block,2,1796,19.58,0.0,0.02,2241,0.0,hamilton_30,SIR,DIS
block,2,1796,57.09,0.0,0.06,2242,0.0,hamilton_30,SIR,DIS
block,2,1796,13.43,0.0,0.01,2243,0.0,hamilton_30,SR,DIS
block,2,1796,0.16,0.86,0.0,2244,0.86,hamilton_30,SIR,DIS
block,2,1796,476.25,0.0,0.35,2246,0.0,hamilton_30,SR,DIS
block,2,1796,764.23,0.0,0.46,2247,0.0,hamilton_30,SIR,DIS
block,2,1796,70.62,0.0,0.07,2248,0.0,hamilton_30,SIR,DIS
block,2,1796,49.62,0.0,0.05,2249,0.0,hamilton_30,SR,DIS
block,2,1796,43.41,0.0,0.05,2250,0.0,hamilton_30,SIR,DIS
block,2,1796,139.25,0.0,0.13,2251,0.0,hamilton_30,SIR,DIS
block,2,1796,63.49,0.0,0.07,2252,0.0,hamilton_30,SR,DIS
block,2,1796,153.89,0.0,0.15,2260,0.0,hamilton_30,FF,DIS
block,2,1796,9.54,0.0,0.01,2266,0.0,hamilton_30,SIR,DIS
block,2,1796,318.33,0.0,0.26,2270,0.0,hamilton_30,SIR,DIS
block,2,1796,517.27,0.0,0.37,2271,0.0,hamilton_30,SIR,DIS
block,2,1796,120.88,0.0,0.12,2278,0.0,hamilton_30,SIR,DIS
block,2,1796,360.52,0.0,0.29,2279,0.0,hamilton_30,SR,DIS
block,2,1796,34.05,0.0,0.04,2280,0.0,hamilton_30,SR,DIS
block,2,1796,3.14,0.04,0.0,2281,0.04,hamilton_30,SIR,DIS
block,2,1796,1366.99,0.0,0.6,2282,0.0,hamilton_30,SR,DIS
block,2,1796,55.77,0.0,0.06,2283,0.0,hamilton_30,SR,DIS
block,2,1796,26.3,0.0,0.03,2284,0.0,hamilton_30,SIR,DIS
block,2,1796,4.83,0.01,0.01,2285,0.01,hamilton_30,SR,DIS
block,2,1796,9.2,0.0,0.01,2287,0.0,hamilton_30,SR,DIS
